name,phone,city,state,address,zip,county,call_script,sms_script,list_link
California Mhp,(714) 542-1847,Santa Ana,CA,2901 W 1St St,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about California Mhp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re California Mhp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Caravana Tp,(714) 558-6804,Santa Ana,CA,306 S Sullivan,92704,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Caravana Tp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Caravana Tp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Clinton Mobile Estates Inc,(714) 554-5550,Santa Ana,CA,1300 N Clinton St,92073,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Clinton Mobile Estates Inc in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Clinton Mobile Estates Inc (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Coach Royal Mhp,(714) 541-2124,Santa Ana,CA,215 S Sullivan,92704,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Coach Royal Mhp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Coach Royal Mhp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Continental Mobile Home Park,(714) 543-3464,Santa Ana,CA,2804 W First St,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Continental Mobile Home Park in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Continental Mobile Home Park (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Country Club Mhp,(714) 543-7080,Santa Ana,CA,518 S Sullivan,92704,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Country Club Mhp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Country Club Mhp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Fairview Village,(714) 476-3160,Santa Ana,CA,206 S Sullivan,92704,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Fairview Village in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Fairview Village (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Gardners Park,(714) 543-9931,Santa Ana,CA,2424 W 1St St,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Gardners Park in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Gardners Park (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Hyde Park Mobile Estates,(714) 541-0181,Santa Ana,CA,2934 W 1St St,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Hyde Park Mobile Estates in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Hyde Park Mobile Estates (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Kona Kai Mhp,(714) 775-6030,Santa Ana,CA,4117 W Mcfadden,92704,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Kona Kai Mhp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Kona Kai Mhp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Lake Park,(714) 839-4211,Santa Ana,CA,4211 W First St,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Lake Park in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Lake Park (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Lake Park Santa Ana North,(714) 633-2141,Santa Ana,CA,1510 E Fairhaven,92705,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Lake Park Santa Ana North in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Lake Park Santa Ana North (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Le Fontaine Estates,(714) 839-5266,Santa Ana,CA,12062 W Edinger Ave,92704,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Le Fontaine Estates in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Le Fontaine Estates (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Liberty Mobile Home Park Llc,(714) 775-6704,Santa Ana,CA,329 S Harbor,92704,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Liberty Mobile Home Park Llc in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Liberty Mobile Home Park Llc (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
New Holiday Mobile Estates Lp,(714) 554-7032,Santa Ana,CA,3424 W Washington St,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about New Holiday Mobile Estates Lp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re New Holiday Mobile Estates Lp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Park Terrace,(714) 839-3880,Santa Ana,CA,4080 W First St,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Park Terrace in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Park Terrace (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Plaza Village Mobile Home Park,(714) 545-4205,Santa Ana,CA,3101 S Fairview St,92704,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Plaza Village Mobile Home Park in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Plaza Village Mobile Home Park (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Quiet Village Mhp,(714) 775-6774,Santa Ana,CA,3126 W First St,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Quiet Village Mhp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Quiet Village Mhp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Sahara Mhp,(714) 534-3559,Santa Ana,CA,1517 N Newhope St,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Sahara Mhp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Sahara Mhp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Sandalwood Mhp,(714) 839-2181,Santa Ana,CA,507 S Euclid St,92704,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Sandalwood Mhp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Sandalwood Mhp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Sands Mhp,(714) 847-1181,Santa Ana,CA,323 N Euclid,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Sands Mhp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Sands Mhp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
St Andrews Mhp,(714) 549-4992,Santa Ana,CA,515 E St Andrews Pl,92707,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about St Andrews Mhp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re St Andrews Mhp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Standard Mhp,(714) 852-5575,Santa Ana,CA,1527 S Standard Ave,92707,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Standard Mhp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Standard Mhp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Stone Ridge Mhp,(714) 775-6662,Santa Ana,CA,1201 S Harbor Blvd,92704,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Stone Ridge Mhp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Stone Ridge Mhp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Taggin Wagon Ltd,(714) 953-6172,Santa Ana,CA,2767 W First St,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Taggin Wagon Ltd in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Taggin Wagon Ltd (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
The Gables Mobile Home Estates,(714) 554-4061,Santa Ana,CA,4801 W First St,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about The Gables Mobile Home Estates in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re The Gables Mobile Home Estates (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Town\Country Villa,(714) 554-2768,Santa Ana,CA,3929 W Fifth St,92703,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Town\Country Villa in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Town\Country Villa (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
